TG,Common Name,Class,Order,Family,Genus,Species,q,r,Vr,CVN,MA-Yr,RW-Yr,EX-Yr,RL-Yr,GL-Yr,TL-Yr,MA-G,RW-G,EX-G,RL-G,GL-G,TL-G,TI,BS,RA,HI,EF,DE,Mass,Len,Wing,RepT,MinAge,Lifesp,GenF,Gen,RepG,DispA,DirL,IndL,Sev,RanD,N,Dist,Den,Fert,NTr,TrL,Spec,Hum,Status,LegProt
Ins,Figure of eight,Insecta,Lepidoptera,Dilobidae,Diloba,caeruleocephala,16,0.031,0.222,0.295,6.62,11.56,9.36,5.34,5.25,5.18,5.59,6.99,6.71,5.29,5.17,5.12,0,3.584,0,0.2,0.476,0.167,,20,36,2,2,4,,2,5,5,0,1,2,1,1,1,,400,2,3,1,2,LC,1
Ins,Chinese character,Insecta,Lepidoptera,Drepanidae,Cilix,glaucata,21,0.1,1.132,0.662,7.52,20.72,13.92,12.25,7.22,7.02,8.68,17.41,15.04,16.05,7.61,7.27,0,3.367,0.25,0.2,0.476,0.167,,12,29,2,8,11,,9,5,5,1,1,1,1,1,2,,400,2,3,1,1,LC,1
Ins,Oak hook-tip,Insecta,Lepidoptera,Drepanidae,Drepana,binaria,16,-0.006,0.23,0.285,5.64,11.68,12.12,5.29,5.15,5.06,5.26,7,7.11,5.22,5.09,5.03,0,3.219,0.25,0.4,0.714,0.167,,11,25,2,2,8,,2,5,4,1,1,2,1,1,2,,400,2,3,2,2,LC,1
Ins,Pebble hook-tip,Insecta,Lepidoptera,Drepanidae,Drepana,falcataria,21,-0.007,1.163,0.488,7.66,20.72,20.72,8.33,6.25,7.76,8.04,17.77,17.75,8.7,6.47,8.41,0,3.178,0.25,0.4,0.476,0.167,,6,24,2,8,11,,9,5,5,1,1,2,1,1,2,,400,2,3,1,2,LC,1
Ins,Scalloped hook-tip,Insecta,Lepidoptera,Drepanidae,Falcaria,lacertinaria,16,0.013,0.056,0.167,4.51,7.8,6.95,4.46,4.45,4.44,4.53,7.03,6.79,4.49,4.48,4.48,0,3.367,0.25,0.2,0.476,0.167,,12,29,2,8,11,,9,5,5,1,1,1,1,1,2,,400,2,3,1,2,LC,1
Ins,Buff arches,Insecta,Lepidoptera,Drepanidae,Habrosyne,pyritoides,21,0.025,0.959,0.514,7.18,19.15,17.51,7.09,6.7,6.41,7.4,16.22,15.76,7.43,7.03,6.68,0,3.178,0.25,0.2,0.476,0.167,,10,24,2,8,11,,9,5,5,0,1,2,1,1,2,,400,2,3,1,2,LC,1
Ins,Magpie moth,Insecta,Lepidoptera,Geometridae,Abraxas,grossulariata,16,-0.031,0.029,0.176,5.42,6.91,9.53,4.48,4.44,4.43,5.09,6.28,6.92,4.51,4.47,4.48,0,3.807,0.25,0.2,0.357,0.167,,37.5,45,2,8,10,,8,5,4,0,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Clouded magpie,Insecta,Lepidoptera,Geometridae,Abraxas,sylvata,16,0.013,0.171,0.43,7.82,10.52,9.58,5.57,5.59,5.25,7.33,9.14,8.92,5.73,5.78,5.38,0,3.526,0,0.2,0.357,0.167,,17,34,2,8,10,,8,5,4,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Ins,Yellow-barred brindle,Insecta,Lepidoptera,Geometridae,Acasis,viretata,16,0.025,0.047,0.241,6.32,7.55,5.92,4.78,4.89,20.72,5.99,6.75,6.21,4.83,4.95,20.72,0,3.296,0.25,0.4,0.357,0.167,,10,27,2,8,11,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Grey birch moth,Insecta,Lepidoptera,Geometridae,Aethalura,punctulata,16,0.037,0.159,0.306,7.52,10.43,7.74,5.2,5.39,5.15,7.16,9.16,8.18,5.29,5.62,5.19,1,3.466,0,0.4,0.357,0.167,,15,32,2,8,10,,8,5,4,1,1,2,1,1,1,,550,3,3,1,2,LC,1
Ins,Scarce umber,Insecta,Lepidoptera,Geometridae,Agriopis,aurantiaria,16,-0.019,0.08,0.317,6.84,8.58,10.1,4.98,4.88,4.92,6.34,7.7,8.1,5.02,4.98,4.99,0,3.367,0.25,0.4,0.357,0.167,,12,29,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Spring usher,Insecta,Lepidoptera,Geometridae,Agriopis,leucophaearia,16,0,0.159,0.398,7.95,10.31,10.39,5.33,5.4,5.42,7.41,9.13,9.04,5.52,5.6,5.69,0,3.178,0,0.4,0.357,0.167,,12,24,2,8,10,,8,5,4,1,1,2,1,1,1,,550,2,3,1,2,LC,1
Ins,Dotted border,Insecta,Lepidoptera,Geometridae,Agriopis,marginaria,16,0.013,0.034,0.126,4.6,7.07,6.13,4.39,4.38,4.37,4.59,6.36,6.12,4.43,4.43,4.41,0,3.97,0.25,0.4,0.357,0.167,,15,53,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Dotted carpet,Insecta,Lepidoptera,Geometridae,Alcis,jubata,16,0.013,0.143,0.315,6.18,10.08,9.03,5,5.07,5.05,5.97,8.76,8.46,5.09,5.16,5.18,0,3.401,0.25,0.4,0.714,0.167,,13,30,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Ins,Mottled beauty,Insecta,Lepidoptera,Geometridae,Alcis,repandata,16,0.019,0.033,0.154,5,7.01,5.71,4.43,4.42,4.44,4.93,6.42,5.9,4.47,4.46,4.47,0,3.689,0.25,0.2,0.357,0.167,,21,40,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,March moth,Insecta,Lepidoptera,Geometridae,Alsophila,aescularia,20,0.032,1.387,0.559,7.52,20.72,19.86,8.01,7.41,7.04,8.11,18.92,18.01,8.41,7.76,7.38,0,3.497,0.25,0.4,0.476,0.167,,16,33,2,8,11,,9,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Shoulder stripe,Insecta,Lepidoptera,Geometridae,Anticlea,badiata,16,0.006,0.068,0.178,4.87,8.22,7.68,4.55,4.55,4.53,4.88,7.24,7.1,4.66,4.64,4.63,0,3.434,0.25,0.4,0.357,0.167,,14,31,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Streamer moth,Insecta,Lepidoptera,Geometridae,Anticlea,derivata,16,0.006,0.071,0.183,4.54,8.29,7.8,4.5,4.49,4.5,4.56,7.35,7.14,4.52,4.53,4.54,0,3.466,0.25,0.4,0.357,0.167,,15,32,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Lilac beauty,Insecta,Lepidoptera,Geometridae,Apeira,syringaria,16,0.012,0.027,0.15,4.9,6.74,5.8,4.35,4.4,5.01,5.09,6.11,5.77,4.38,4.45,5.28,0,3.689,0.25,0.2,0.357,0.167,,24,40,2,8,10,,8,5,4,1,0,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Lesser treble-bar,Insecta,Lepidoptera,Geometridae,Aplocera,efformata,16,0.038,0.116,0.304,7.77,9.42,6.96,5.25,5.39,5.13,7.3,8.3,7.45,5.34,5.62,5.25,0,3.638,0.25,0.4,0.357,0.167,,22,38,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Treble-bar,Insecta,Lepidoptera,Geometridae,Aplocera,plagiata,21,0.041,0.718,0.853,7.19,17.29,14.42,7.23,6.5,6.06,7.41,15.04,13.56,7.65,6.81,6.37,0,3.689,0,0.2,0.357,0.167,,19,40,2,8,10,,8,5,4,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Ins,Small brindled beauty,Insecta,Lepidoptera,Geometridae,Apocheima,hispidaria,16,-0.025,0.086,0.306,7.18,8.71,10.85,5.04,5.12,4.97,6.54,7.7,8.35,5.13,5.23,5.02,0,3.466,0.25,0.4,0.357,0.167,,18,32,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Pale brindled beauty,Insecta,Lepidoptera,Geometridae,Apocheima,pilosaria,16,-0.019,0.14,0.245,5.24,9.94,11.42,4.81,4.7,7.68,5.55,9.26,9.67,4.9,4.75,9.23,0,3.871,0.25,0.2,0.357,0.167,,16,48,2,10,10,,10,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Yellow belle,Insecta,Lepidoptera,Geometridae,Aspitates,ochrearia,16,-0.013,0.685,0.292,7.12,16.98,18.12,9.31,6.09,6.94,6.68,9.01,9.35,9.32,6.03,6.67,0,3.466,0.25,0.2,0.357,0.167,,15,32,2,2,10,,2,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Small white wave,Insecta,Lepidoptera,Geometridae,Asthena,albulata,16,-0.019,0.166,0.303,7.05,10.59,11.97,5.22,5.31,5.1,6.67,9.31,9.57,5.34,5.49,5.2,0,3.434,0,0.4,0.476,0.167,,14,31,2,8,11,,9,5,5,1,1,2,1,1,1,,550,2,3,1,2,LC,1
Ins,Peppered moth,Insecta,Lepidoptera,Geometridae,Biston,betularia,25,-0.001,0.322,0.38,5.35,12.98,13.21,5.44,5.28,5.23,5.54,11.31,11.36,5.78,5.38,5.32,0,3.611,0.25,0.4,0.357,0.167,,21,37,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Great oak beauty,Insecta,Lepidoptera,Geometridae,Boarmia,roboraria,16,0.025,0.197,0.269,4.93,11.06,9,5.04,4.79,4.96,5.02,9.54,8.99,5.15,4.84,5.1,0,3.807,0.25,0.4,0.714,0.167,,23,45,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Ins,Pine looper or Bordered white,Insecta,Lepidoptera,Geometridae,Bupalus,piniaria,59,-0.001,2.681,2.682,13.98,20.72,20.72,4.12,15.72,12.72,14.97,20.72,20.72,4,16.82,13.77,0,3.466,0.25,0.2,0.714,0.167,,15,32,2,8,10,,8,5,4,1,0,2,1,1,2,,550,2,3,2,1,LC,1
Ins,Common wave,Insecta,Lepidoptera,Geometridae,Cabera,exanthemata,16,0.019,2.3,0.297,9.32,20.72,20.72,16.28,7.37,15.1,9.25,13.57,13.32,15.99,7.21,14.46,0,3.555,0,0.2,0.357,0.167,,18,35,2,2,6,,2,5,4,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Ins,Common white wave,Insecta,Lepidoptera,Geometridae,Cabera,pusaria,21,0.049,0.355,0.611,7.52,13.41,10,5.98,6.21,6.38,7.5,11.9,10.35,6.25,6.44,6.74,0,3.497,0.25,0.2,0.357,0.167,,16,33,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Light emerald,Insecta,Lepidoptera,Geometridae,Campaea,margaritata,16,0.006,0.012,0.115,5.21,5.99,5.48,4.33,4.31,4.3,5,5.53,5.34,4.36,4.34,4.34,0,3.871,0.25,0.4,0.357,0.167,,31,48,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Yellow shell,Insecta,Lepidoptera,Geometridae,Camptogramma,bilineata,21,0.05,1.201,0.642,7.42,21.08,17.55,11.98,7.15,7.08,8.35,17.85,16.61,15.29,7.54,7.44,0,3.434,0.25,0.4,0.357,0.167,,14,31,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Streak,Insecta,Lepidoptera,Geometridae,Chesias,legatella,16,-0.013,0.109,0.326,6.52,9.32,10.39,5,4.98,5.16,6.14,8.23,8.4,5.05,5.06,5.27,0,3.584,0.25,0.2,0.357,0.167,,15,36,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Brom-tip,Insecta,Lepidoptera,Geometridae,Chesias,rufata,16,0.019,0.251,0.281,6.73,11.92,10.41,5.65,5.31,5.22,6.54,10.46,9.8,5.81,5.41,5.28,0,3.401,0.25,0.4,0.714,0.167,,15,30,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Ins,Small grass emerald,Insecta,Lepidoptera,Geometridae,Chlorissa,viridata,16,-0.113,1.175,0.568,7.83,20.72,20.72,7.62,8.35,20.72,8.23,17.77,20.73,7.81,8.7,20.72,1,3.258,0.25,0.6,0.357,0.167,,9,26,2,8,11,,8,5,4,1,1,3,1,1,2,,550,3,3,1,2,LC,1
Ins,Barred yellow,Insecta,Lepidoptera,Geometridae,Cidaria,fulvata,21,-0.075,0.692,0.634,10.93,16.88,20.72,8.58,8.14,7.15,11.13,14.71,16.33,9.09,8.71,7.49,0,3.332,0.25,0.4,0.357,0.167,,11,28,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Ringed carpet,Insecta,Lepidoptera,Geometridae,Cleora,cinctaria,21,0.079,0.5,0.53,6.36,15.16,9.9,6.25,5.81,6.38,6.66,13.18,10.93,6.64,5.97,7,0,3.829,0.25,0.4,0.357,0.167,,31,46,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Brussels lace,Insecta,Lepidoptera,Geometridae,Cleorodes,lichenaria,16,0.019,0.098,0.203,7.52,9.04,7.63,4.75,4.86,10.69,9.11,8.08,7.6,4.81,4.91,14.39,0,3.526,0.25,0.4,0.357,0.167,,17,34,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Striped twin-spot carpet,Insecta,Lepidoptera,Geometridae,Coenotephria,salicata,16,-0.022,0.084,0.234,7.06,8.6,10.46,4.88,5,5.22,6.49,7.69,8.26,4.96,5.11,5.34,0,3.401,0.25,0.4,0.357,0.167,,13,30,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Motled grey,Insecta,Lepidoptera,Geometridae,Colostygia,multistrigaria,16,0.019,0.039,0.154,4.53,7.27,5.98,4.4,4.39,4.42,4.54,6.55,6.06,4.44,4.43,4.46,0,3.332,0.25,0,0.357,0.167,,11,28,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Beech-green carpet,Insecta,Lepidoptera,Geometridae,Colostygia,olivata,16,0.031,0.528,0.463,7.81,15.41,13.19,6.44,6.37,8.05,7.78,13.23,12.31,6.58,6.68,9.2,0,3.332,0.25,0.4,0.833,0.167,,11,28,2,8,10,,8,5,5,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Ins,Green carpet,Insecta,Lepidoptera,Geometridae,Colostygia,pectinataria,16,0.006,0.012,0.141,5.35,5.96,5.45,4.39,4.35,4.36,5.1,5.49,5.3,4.43,4.4,4.39,0,3.296,0.25,0.6,0.714,0.167,,13,27,2,8,10,,8,5,4,1,1,2,2,1,2,,550,2,3,2,2,LC,1
Ins,Feathered thorn,Insecta,Lepidoptera,Geometridae,Colotois,pennaria,21,-0.104,0.963,1.141,10.83,19.35,20.72,10.5,8.45,7.46,11.27,16.55,19,11.14,9.08,7.73,0,3.871,0.25,0.4,0.357,0.167,,22,48,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Blotched emerald,Insecta,Lepidoptera,Geometridae,Comibaena,bajularia,16,0,0.111,0.297,5.28,9.27,9.29,4.82,4.88,4.77,5.24,8.27,8.29,4.88,4.94,4.85,0,3.296,0.25,0.4,0.357,0.167,,10,27,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Purple bar,Insecta,Lepidoptera,Geometridae,Cosmorhoe,ocellata,21,0.005,0.535,0.442,5.64,15.54,15.19,6.42,5.42,5.43,5.8,13.23,13.48,6.61,5.56,5.64,0,3.367,0.25,0.4,0.357,0.167,,13,29,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Scalloped oak,Insecta,Lepidoptera,Geometridae,Crocallis,elinguaria,16,0,0.017,0.13,5.39,6.24,6.29,4.37,4.37,4.37,5.11,5.7,5.69,4.43,4.4,4.39,0,3.714,0.25,0.4,0.357,0.167,,25,41,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Birch mocha,Insecta,Lepidoptera,Geometridae,Cyclophora,albipunctata,16,0.006,0.102,0.267,6.47,9.12,8.54,4.92,5.09,4.89,6.18,8.1,7.83,5.01,5.19,4.97,0,3.296,0.25,0.4,0.476,0.167,,10,27,2,8,11,,9,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Clay triple-lines,Insecta,Lepidoptera,Geometridae,Cyclophora,linearia,16,0.006,0.106,0.255,6.18,9.21,8.65,4.93,5.06,4.86,5.91,8.11,7.99,4.93,5.09,4.93,0,3.401,0.25,0.4,0.357,0.167,,15,30,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Maiden's blush,Insecta,Lepidoptera,Geometridae,Cyclophora,punctaria,16,0.031,0.239,0.332,8.92,11.75,9.48,5.81,5.78,5.55,6.36,6.94,6.85,5.64,5.6,5.4,0,3.135,0.25,0.4,0.357,0.167,,14,23,2,2,10,,2,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Satin beauty,Insecta,Lepidoptera,Geometridae,Deileptenia,ribeata,16,0.019,0.182,0.485,9.13,10.88,9.38,5.8,6.03,5.6,8.39,9.45,9.14,6.01,6.35,5.74,0,3.807,0,0.4,0.357,0.167,,18,45,2,8,10,,8,5,4,1,1,2,1,1,1,,550,2,3,1,2,LC,1
Ins,Grey scalloped bar,Insecta,Lepidoptera,Geometridae,Dyscia,fagaria,16,0.031,0.29,0.412,4.95,12.57,10.3,5.03,4.87,4.93,5.03,10.88,10.02,5.12,4.96,5,0,3.555,0.25,0.4,0.357,0.167,,10,35,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Engrailed,Insecta,Lepidoptera,Geometridae,Ectropis,bistortata,21,-0.002,1.362,0.697,7.48,20.72,20.72,13.46,7.03,6.8,8.32,18.89,18.91,18.18,7.4,7.09,0,3.526,0.25,0.4,0.357,0.167,,18,34,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Broken-barred carpet,Insecta,Lepidoptera,Geometridae,Electrophaes,corylata,16,-0.012,0.034,0.153,5.52,7.09,8.09,4.48,4.5,4.47,5.24,6.41,6.67,4.51,4.54,4.49,0,3.466,0.25,0.4,0.357,0.167,,15,32,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Canary-shouldered thorn,Insecta,Lepidoptera,Geometridae,Ennomos,alniaria,21,0.035,0.796,0.727,7.56,17.99,15.46,7.18,8.09,20.72,7.01,9.5,9.38,6.89,7.31,20.72,0,3.296,0.25,0.2,0.476,0.167,,10,27,2,2,5,,2,5,5,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Large thorn,Insecta,Lepidoptera,Geometridae,Ennomos,autumnaria,21,-0.065,0.56,0.833,14.08,15.92,20.72,13.85,9.23,8.63,13.66,14.54,15.72,12.64,9.83,9.1,0,3.807,0.25,0.4,0.357,0.167,,23,45,2,9,10,,9,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,September thorn,Insecta,Lepidoptera,Geometridae,Ennomos,erosaria,16,-0.019,0.043,0.194,4.63,7.4,8.96,4.46,4.44,4.42,4.61,6.61,7.11,4.5,4.48,4.45,0,3.434,0.25,0.4,0.357,0.167,,14,31,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Dusky thorn,Insecta,Lepidoptera,Geometridae,Ennomos,fuscantaria,16,0,0.093,0.215,4.84,8.81,8.93,4.7,4.65,4.58,4.87,7.87,7.94,4.8,4.71,4.7,0,3.638,0.25,0,0.357,0.167,,17,38,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Ins,August thorn,Insecta,Lepidoptera,Geometridae,Ennomos,quercinaria,16,-0.006,0.039,0.171,5.08,7.23,7.73,4.46,4.51,4.53,4.61,5.16,5.23,4.44,4.47,4.49,0,3.807,0.25,0,0.357,0.167,,20,45,2,2,10,,2,5,4,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Grey mountain carpet,Insecta,Lepidoptera,Geometridae,Entephria,caesiata,16,-0.044,0.128,0.218,4.91,9.83,13.58,4.89,4.72,4.73,4.92,8.75,9.59,4.92,4.77,4.8,0,3.555,0.25,0.2,0.357,0.167,,16,35,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Bordered beauty,Insecta,Lepidoptera,Geometridae,Epione,repandaria,16,0.041,0.098,0.235,6.1,9.15,6.4,4.91,4.86,4.81,5.69,7.38,6.66,4.93,4.9,4.87,0,3.401,0.25,0.4,0.357,0.167,,14,30,2,6,10,,6,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Common carpet,Insecta,Lepidoptera,Geometridae,Epirrhoe,alternata,21,-0.027,1.483,0.795,6.54,20.72,20.72,7.5,6.38,6.49,6.81,19.18,19.85,7.83,6.61,6.7,0,3.401,0.25,0.4,0.357,0.167,,13,30,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Galium carpet,Insecta,Lepidoptera,Geometridae,Epirrhoe,galiata,16,-0.031,0.05,0.154,6.69,7.65,10.35,4.66,4.73,4.96,6.04,6.89,7.6,4.72,4.79,5.04,0,3.497,0.25,0.4,0.357,0.167,,16,33,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Wood carpet,Insecta,Lepidoptera,Geometridae,Epirrhoe,rivata,16,0.025,0.097,0.272,6.68,9.03,7.2,4.95,5.08,4.9,6.36,7.96,7.35,5,5.19,5.01,0,3.466,0.25,0.2,0.357,0.167,,15,32,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Mottled umber,Insecta,Lepidoptera,Geometridae,Erannis,defoliaria,16,-0.019,0.067,0.33,7.42,8.2,9.74,5.08,4.97,5.23,5.39,5.59,5.66,4.97,4.87,5.04,0,3.555,0,0.2,0.357,0.167,,18,35,2,2,5,,2,5,4,1,1,1,1,1,1,,550,2,3,1,1,LC,1
Ins,Butterfly moth,Insecta,Lepidoptera,Geometridae,Erranis,tiliaria,14,-0.048,0.127,0.342,10.59,9.78,14.02,20.72,20.72,5.33,9.01,8.78,9.97,5.54,12.96,5.5,0,3.738,0.25,0.2,0.476,0.167,,,42,2,9,12,,8,5,5,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Dingy shell,Insecta,Lepidoptera,Geometridae,Euchoeca,nebulata,16,0.063,0.208,0.391,8.45,11.32,7.33,5.76,5.83,5.43,8.06,9.9,8.35,5.97,6.1,5.64,0,3.219,0.25,0.2,0.357,0.167,,8,25,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Spinach,Insecta,Lepidoptera,Geometridae,Eulithis,mellinata,16,-0.012,0.052,0.273,6.92,7.65,8.76,4.94,4.94,4.81,6.31,6.87,7.22,5.05,5.01,4.89,0,3.401,0.25,0,0.714,0.167,,20,30,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,2,1,LC,1
Ins,Northern spinach,Insecta,Lepidoptera,Geometridae,Eulithis,populata,16,0,0.02,0.125,4.83,6.37,6.39,4.34,4.31,4.33,4.45,4.89,4.86,4.32,4.29,4.3,0,3.584,0,0.2,0.476,0.167,,17,36,2,2,10,,2,5,5,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Ins,Phoenix,Insecta,Lepidoptera,Geometridae,Eulithis,prunata,21,0.042,0.589,0.973,6.08,16.17,13.08,6.37,6.08,5.74,5.56,7,6.91,5.7,5.55,5.5,0,3.664,0.25,0,0.714,0.167,,15,39,2,1,10,,1,5,4,1,0,1,1,1,2,,550,2,3,2,1,LC,1
Ins,Barred straw,Insecta,Lepidoptera,Geometridae,Eulithis,pyraliata,21,-0.174,1.095,0.918,10.19,20.66,20.72,13.78,8.83,8.08,10.35,17.54,20.72,13.78,9.39,8.54,0,3.555,0,0.2,0.476,0.167,,19,35,2,8,10,,8,5,5,1,1,1,1,1,1,,550,2,3,1,2,LC,1
Ins,Chevron,Insecta,Lepidoptera,Geometridae,Eulithis,testata,16,0.013,0.392,0.379,5.41,13.65,12.86,5.96,5.18,5.26,5.27,7.95,7.84,5.89,5.13,5.22,0,3.638,0.25,0.2,0.357,0.167,,18,38,2,2,5,,2,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
Ins,Sharp-angled carpet,Insecta,Lepidoptera,Geometridae,Euphyia,unangulata,16,-0.031,0.09,0.334,7.93,8.77,11.47,5.25,5.21,5.07,7.18,8.03,8.62,5.4,5.34,5.18,0,3.332,0,0.4,0.357,0.167,,9,28,2,8,11,,8,5,4,1,1,2,1,1,1,,550,2,3,1,2,LC,1
Ins,Lime-speck pug,Insecta,Lepidoptera,Geometridae,Eupithecia,centaureata,21,0.004,0.444,0.567,7.55,14.64,14.35,6.4,5.94,5.85,7.41,12.49,12.23,6.67,6.26,6.03,0,3.526,0.25,0.4,0.357,0.167,,18,34,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Angle-barred pug,Insecta,Lepidoptera,Geometridae,Eupithecia,innotata,18,-0.17,1.065,0.694,12.59,20.56,20.72,10.12,7.41,7.09,11.72,17,20.72,11.46,7.78,7.33,0,3.401,0.25,0.4,0.714,0.167,,13,30,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,2,2,LC,1
Ins,Edinburgh pug,Insecta,Lepidoptera,Geometridae,Eupithecia,intricata,18,-0.057,0.48,0.543,7.85,15,19.76,6.33,5.95,5.8,7.53,12.69,14.15,6.59,6.24,5.95,0,3.091,0.25,0,0.357,0.167,,8,22,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,1,LC,1
Ins,Bordered pug,Insecta,Lepidoptera,Geometridae,Eupithecia,succenturiata,21,0.022,0.898,0.786,6.34,19.12,17.25,8.26,6.24,6.1,6.65,16.09,15.3,9.63,6.54,6.45,0,3.091,0.25,0,0.357,0.167,,22,22,2,8,10,,8,5,4,1,0,1,1,1,2,,550,2,3,1,2,LC,1
Ins,White-spotted pug,Insecta,Lepidoptera,Geometridae,Eupithecia,tripunctaria,14,-0.158,1.743,0.852,11.84,20.72,20.72,4.43,15.58,14.01,12.25,20.72,20.72,4.59,16.11,14.64,0,2.996,0,0.4,0.714,0.167,,5,20,2,8,11,,8,5,4,1,1,2,1,1,1,,550,2,3,2,2,LC,1
Ins,Large emerald,Insecta,Lepidoptera,Geometridae,Geometra,papilionaria,16,0.022,0.032,0.19,5.74,7.02,5.55,4.53,4.58,4.9,5.48,6.25,5.79,4.59,4.69,5.01,0,4.007,0.25,0.4,0.357,0.167,,22,55,2,8,10,,8,5,4,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Common emerald,Insecta,Lepidoptera,Geometridae,Hemithea,aestivaria,16,0.003,0.109,0.296,5.01,9.28,8.99,4.79,4.75,4.74,4.99,8.26,8.12,4.84,4.77,4.83,0,3.296,0.25,0.4,0.476,0.167,,10,27,2,8,11,,9,5,5,1,1,2,1,1,2,,550,2,3,1,2,LC,1
Ins,Fern moth,Insecta,Lepidoptera,Geometridae,Horisme,tersata,16,-0.025,0.108,0.258,5.16,9.3,11.24,4.77,4.91,4.94,5.11,8.11,8.86,4.81,4.98,4.96,0,3.497,0.25,0.2,0.357,0.167,,16,33,2,8,10,,8,5,4,1,1,1,1,1,2,,550,2,3,1,2,LC,1
